,Unnamed: 0,weather_station,temperature,percipitation,month,day,hour,accidents,road_usage
20,20.0,164.0,-1.040025799171286,0.11258624389865095,1.0,1.0,20.0,-0.306324172236198,-0.56
21,21.0,164.0,-1.0345305859478942,-0.2804846385772539,1.0,1.0,21.0,-0.306324172236198,-0.74
22,22.0,164.0,-1.0565114388414618,-0.2804846385772539,1.0,1.0,22.0,-0.306324172236198,-0.91
23,23.0,164.0,-1.0696999505776024,-0.03481533702981337,1.0,1.0,23.0,-0.306324172236198,-0.98
24,24.0,164.0,-1.0982750593392403,0.06345238358916287,1.0,2.0,0.0,-0.306324172236198,-1.08
25,25.0,164.0,-1.1257511254561998,-0.2804846385772539,1.0,2.0,1.0,-0.306324172236198,-1.11
26,26.0,164.0,-1.105968357851989,-0.03481533702981337,1.0,2.0,2.0,-0.306324172236198,-1.12
27,27.0,164.0,-1.1037702725626322,-0.1330830576487896,1.0,2.0,3.0,-0.306324172236198,-1.1
28,28.0,164.0,-1.09168080347117,-0.2804846385772539,1.0,2.0,4.0,-0.306324172236198,-1.02
29,29.0,164.0,-1.105968357851989,0.3091216851366034,1.0,2.0,5.0,-0.306324172236198,-0.82
30,30.0,164.0,-1.1389396371923404,-0.03481533702981337,1.0,2.0,6.0,-0.306324172236198,-0.21
31,31.0,164.0,-1.1719109165326917,-0.2804846385772539,1.0,2.0,7.0,-0.306324172236198,0.59
32,32.0,164.0,-1.1829013429794755,-0.2804846385772539,1.0,2.0,8.0,2.7061125654622176,0.49
33,33.0,164.0,-1.149930063639124,-0.2804846385772539,1.0,2.0,9.0,2.7061125654622176,0.36
34,34.0,164.0,-1.09168080347117,-0.2804846385772539,1.0,2.0,10.0,-0.306324172236198,0.65
35,35.0,164.0,-1.0290353727245023,-0.2804846385772539,1.0,2.0,11.0,-0.306324172236198,0.88
36,36.0,164.0,-0.9927669654501157,-0.2804846385772539,1.0,2.0,12.0,-0.306324172236198,0.79
37,37.0,164.0,-1.0620066520648537,-0.1330830576487896,1.0,2.0,13.0,-0.306324172236198,0.75
38,38.0,164.0,-1.0037573918968994,0.7021925676125084,1.0,2.0,14.0,-0.306324172236198,0.74
39,39.0,164.0,-0.9488052596629803,-0.2804846385772539,1.0,2.0,15.0,-0.306324172236198,0.79
40,40.0,164.0,-0.9575976008204075,-0.2804846385772539,1.0,2.0,16.0,-0.306324172236198,1.06
41,41.0,164.0,-0.9872717522267238,-0.1330830576487896,1.0,2.0,17.0,-0.306324172236198,1.2
42,42.0,164.0,-0.993866008094794,-0.2804846385772539,1.0,2.0,18.0,2.7061125654622176,0.49
43,43.0,164.0,-1.0290353727245023,-0.2804846385772539,1.0,2.0,19.0,-0.306324172236198,-0.12
44,44.0,164.0,-1.0707989932222808,-0.2804846385772539,1.0,2.0,20.0,-0.306324172236198,-0.55
45,45.0,164.0,-1.0729970785116374,-0.2804846385772539,1.0,2.0,21.0,-0.306324172236198,-0.73
46,46.0,164.0,-1.0587095241308184,0.06345238358916287,1.0,2.0,22.0,-0.306324172236198,-0.88
47,47.0,164.0,-1.0455210123946779,0.4565232660650677,1.0,2.0,23.0,-0.306324172236198,-1.02
48,48.0,164.0,-0.9092397244545587,0.8004602882314845,1.0,3.0,0.0,-0.306324172236198,-1.08
49,49.0,164.0,-0.9004473832971317,0.5056571263745558,1.0,3.0,1.0,-0.306324172236198,-1.13
50,50.0,164.0,-0.8828627009822776,0.11258624389865095,1.0,3.0,2.0,-0.306324172236198,-1.12
51,51.0,164.0,-0.8740703598248505,0.2108539645176272,1.0,3.0,3.0,-0.306324172236198,-1.11
52,52.0,164.0,-0.8718722745354938,-0.2804846385772539,1.0,3.0,4.0,-0.306324172236198,-1.08
53,53.0,164.0,-0.9114378097439154,0.11258624389865095,1.0,3.0,5.0,-0.306324172236198,-0.97
54,54.0,164.0,-0.907041639165202,-0.08394919733930148,1.0,3.0,6.0,-0.306324172236198,-0.53
55,55.0,164.0,-0.898249298007775,-0.2804846385772539,1.0,3.0,7.0,2.7061125654622176,0.12
56,56.0,164.0,-0.9092397244545587,0.014318523279674717,1.0,3.0,8.0,2.7061125654622176,0.12
57,57.0,164.0,-0.9224282361906994,0.3091216851366034,1.0,3.0,9.0,-0.306324172236198,0.04
58,58.0,164.0,-0.9048435538758453,2.667546979992032,1.0,3.0,10.0,-0.306324172236198,0.28
59,59.0,164.0,-0.8652780186674235,1.1935311707073892,1.0,3.0,11.0,-0.306324172236198,0.48
60,60.0,164.0,-0.7971373746973639,0.4073894057555797,1.0,3.0,12.0,-0.306324172236198,0.46
61,61.0,164.0,-0.7751565218037964,-0.1822169179582777,1.0,3.0,13.0,-0.306324172236198,0.48
62,62.0,164.0,-0.7751565218037964,0.014318523279674717,1.0,3.0,14.0,2.7061125654622176,0.5
63,63.0,164.0,-0.8081278011441477,-0.1822169179582777,1.0,3.0,15.0,-0.306324172236198,0.59
64,64.0,164.0,-0.8674761039567803,0.3091216851366034,1.0,3.0,16.0,2.7061125654622176,0.75
65,65.0,164.0,-0.907041639165202,0.11258624389865095,1.0,3.0,17.0,2.7061125654622176,0.84
66,66.0,164.0,-0.9004473832971317,-0.2804846385772539,1.0,3.0,18.0,-0.306324172236198,0.31
67,67.0,164.0,-0.8894569568503479,-0.1822169179582777,1.0,3.0,19.0,-0.306324172236198,-0.12
68,68.0,164.0,-0.9400129185055535,0.11258624389865095,1.0,3.0,20.0,-0.306324172236198,-0.56
69,69.0,164.0,-0.9575976008204075,-0.1822169179582777,1.0,3.0,21.0,-0.306324172236198,-0.75
70,70.0,164.0,-0.9817765390033318,-0.1822169179582777,1.0,3.0,22.0,-0.306324172236198,-0.88
71,71.0,164.0,-1.0169459036330402,0.8987280088504607,1.0,3.0,23.0,-0.306324172236198,-0.99
72,72.0,164.0,-1.0389267565266076,1.2917988913263656,1.0,4.0,0.0,-0.306324172236198,-1.08
73,73.0,164.0,-1.0279363300798239,0.603924846993532,1.0,4.0,1.0,-0.306324172236198,-1.13
74,74.0,164.0,-1.0213420742117536,0.11258624389865095,1.0,4.0,2.0,-0.306324172236198,-1.15
75,75.0,164.0,-1.0103516477649697,-0.1822169179582777,1.0,4.0,3.0,-0.306324172236198,-1.13
76,76.0,164.0,-1.036728671237251,-0.1822169179582777,1.0,4.0,4.0,-0.306324172236198,-1.09
77,77.0,164.0,-1.0675018652882455,0.014318523279674717,1.0,4.0,5.0,-0.306324172236198,-0.94
78,78.0,164.0,-1.0872846328924566,0.4073894057555797,1.0,4.0,6.0,-0.306324172236198,-0.41
79,79.0,164.0,-1.0938788887605266,-0.08394919733930148,1.0,4.0,7.0,-0.306324172236198,0.29
80,80.0,164.0,-1.1114635710753809,0.2108539645176272,1.0,4.0,8.0,-0.306324172236198,0.29
81,81.0,164.0,-1.082888462313743,0.11258624389865095,1.0,4.0,9.0,-0.306324172236198,0.26
82,82.0,164.0,-1.0718980358669592,0.11258624389865095,1.0,4.0,10.0,-0.306324172236198,0.53
83,83.0,164.0,-1.0279363300798239,0.014318523279674717,1.0,4.0,11.0,-0.306324172236198,0.79
84,84.0,164.0,-0.9817765390033318,-0.1822169179582777,1.0,4.0,12.0,-0.306324172236198,0.76
85,85.0,164.0,-0.9861727095820453,-0.1822169179582777,1.0,4.0,13.0,2.7061125654622176,0.83
86,86.0,164.0,-1.0037573918968994,-0.08394919733930148,1.0,4.0,14.0,-0.306324172236198,0.87
87,87.0,164.0,-1.0411248418159644,-0.08394919733930148,1.0,4.0,15.0,-0.306324172236198,0.86
88,88.0,164.0,-1.0323325006585375,0.5056571263745558,1.0,4.0,16.0,-0.306324172236198,1.13
89,89.0,164.0,-1.0411248418159644,0.11258624389865095,1.0,4.0,17.0,-0.306324172236198,1.11
90,90.0,164.0,-1.063105694709532,-0.2804846385772539,1.0,4.0,18.0,-0.306324172236198,0.45
91,91.0,164.0,-1.0696999505776024,-0.08394919733930148,1.0,4.0,19.0,-0.306324172236198,-0.04
92,92.0,164.0,-1.0850865476030995,-0.1822169179582777,1.0,4.0,20.0,-0.306324172236198,-0.53
93,93.0,164.0,-1.09168080347117,-0.2804846385772539,1.0,4.0,21.0,-0.306324172236198,-0.7
94,94.0,164.0,-1.1180578269434511,-0.1822169179582777,1.0,4.0,22.0,-0.306324172236198,-0.87
95,95.0,164.0,-1.1400386798370186,-0.08394919733930148,1.0,4.0,23.0,-0.306324172236198,-0.97
96,96.0,164.0,-1.1708118738880133,-0.2804846385772539,1.0,5.0,0.0,-0.306324172236198,-1.06
97,97.0,164.0,-1.1818023003347973,-0.08394919733930148,1.0,5.0,1.0,-0.306324172236198,-1.13
98,98.0,164.0,-1.1796042150454404,-0.2804846385772539,1.0,5.0,2.0,-0.306324172236198,-1.14
99,99.0,164.0,-1.1708118738880133,-0.2804846385772539,1.0,5.0,3.0,-0.306324172236198,-1.13
100,100.0,164.0,-1.1905946414922242,-0.2804846385772539,1.0,5.0,4.0,-0.306324172236198,-1.09
101,101.0,164.0,-1.1861984709135107,-0.2804846385772539,1.0,5.0,5.0,-0.306324172236198,-0.94
102,102.0,164.0,-1.164217618019943,-0.08394919733930148,1.0,5.0,6.0,-0.306324172236198,-0.43
103,103.0,164.0,-1.1708118738880133,-0.2804846385772539,1.0,5.0,7.0,-0.306324172236198,0.28
104,104.0,164.0,-1.2037831532283647,0.603924846993532,1.0,5.0,8.0,2.7061125654622176,0.32
105,105.0,164.0,-1.1861984709135107,1.1935311707073892,1.0,5.0,9.0,-0.306324172236198,0.28
106,106.0,164.0,-1.1488310209944457,-0.2804846385772539,1.0,5.0,10.0,-0.306324172236198,0.59
107,107.0,164.0,-1.109265485786024,-0.2804846385772539,1.0,5.0,11.0,2.7061125654622176,0.87
108,108.0,164.0,-1.0740961211563158,-0.2804846385772539,1.0,5.0,12.0,2.7061125654622176,0.92
109,109.0,164.0,-1.0675018652882455,-0.2804846385772539,1.0,5.0,13.0,-0.306324172236198,0.88
110,110.0,164.0,-1.0872846328924566,-0.2804846385772539,1.0,5.0,14.0,-0.306324172236198,0.97
111,111.0,164.0,-1.1356425092583051,-0.2804846385772539,1.0,5.0,15.0,-0.306324172236198,0.99
112,112.0,164.0,-1.1883965562028675,-0.2804846385772539,1.0,5.0,16.0,-0.306324172236198,1.15
113,113.0,164.0,-1.2345563472793595,-0.2804846385772539,1.0,5.0,17.0,-0.306324172236198,1.21
114,114.0,164.0,-1.293904650091992,-0.2804846385772539,1.0,5.0,18.0,-0.306324172236198,0.58
115,115.0,164.0,-1.3114893324068462,-0.2804846385772539,1.0,5.0,19.0,-0.306324172236198,0.02
116,116.0,164.0,-1.3378663558791273,-0.1822169179582777,1.0,5.0,20.0,-0.306324172236198,-0.45
117,117.0,164.0,-1.3158855029855596,-0.2804846385772539,1.0,5.0,21.0,-0.306324172236198,-0.65
118,118.0,164.0,-1.32247975885363,-0.2804846385772539,1.0,5.0,22.0,-0.306324172236198,-0.81
119,119.0,164.0,-1.3092912471174893,-0.2804846385772539,1.0,5.0,23.0,-0.306324172236198,-0.95
120,120.0,164.0,-1.3290740147217002,2.323609957825616,1.0,6.0,0.0,-0.306324172236198,-1.0
121,121.0,164.0,-1.3257768867876651,1.4392004722548297,1.0,6.0,1.0,-0.306324172236198,-1.12
122,122.0,164.0,-1.3257768867876651,-0.1330830576487896,1.0,6.0,2.0,-0.306324172236198,-1.14
123,123.0,164.0,-1.3279749720770218,-0.2804846385772539,1.0,6.0,3.0,-0.306324172236198,-1.13
124,124.0,164.0,-1.3367673132344489,-0.2804846385772539,1.0,6.0,4.0,-0.306324172236198,-1.08
125,125.0,164.0,-1.3400644411684839,-0.2804846385772539,1.0,6.0,5.0,-0.306324172236198,-0.95
126,126.0,164.0,-1.3400644411684839,-0.2804846385772539,1.0,6.0,6.0,-0.306324172236198,-0.46
127,127.0,164.0,-1.3477577396812326,-0.2804846385772539,1.0,6.0,7.0,2.7061125654622176,0.18
128,128.0,164.0,-1.3400644411684839,-0.1330830576487896,1.0,6.0,8.0,-0.306324172236198,0.27
129,129.0,164.0,-1.3004989059600622,-0.1330830576487896,1.0,6.0,9.0,-0.306324172236198,0.21
130,130.0,164.0,-1.262032413396319,-0.2804846385772539,1.0,6.0,10.0,-0.306324172236198,0.62
131,131.0,164.0,-1.215872622319827,-0.2804846385772539,1.0,6.0,11.0,-0.306324172236198,0.94
132,132.0,164.0,-1.1741090018220486,-0.2804846385772539,1.0,6.0,12.0,-0.306324172236198,1.0
133,133.0,164.0,-1.1279492107455564,-0.2804846385772539,1.0,6.0,13.0,-0.306324172236198,1.12
134,134.0,164.0,-1.100473144628597,-0.2804846385772539,1.0,6.0,14.0,-0.306324172236198,1.29
135,135.0,164.0,-1.0894827181818132,-0.1330830576487896,1.0,6.0,15.0,-0.306324172236198,1.41
136,136.0,164.0,-1.0762942064456726,-0.2804846385772539,1.0,6.0,16.0,-0.306324172236198,1.25
137,137.0,164.0,-1.059808566775497,-0.2804846385772539,1.0,6.0,17.0,-0.306324172236198,0.95
138,138.0,164.0,-1.0653037799988887,-0.2804846385772539,1.0,6.0,18.0,-0.306324172236198,0.48
139,139.0,164.0,-1.05101622561807,-0.2804846385772539,1.0,6.0,19.0,-0.306324172236198,0.04
140,140.0,164.0,-1.0455210123946779,-0.2804846385772539,1.0,6.0,20.0,-0.306324172236198,-0.35
141,141.0,164.0,-1.0565114388414618,-0.2804846385772539,1.0,6.0,21.0,-0.306324172236198,-0.59
142,142.0,164.0,-1.0532143109074266,-0.2804846385772539,1.0,6.0,22.0,-0.306324172236198,-0.73
143,143.0,164.0,-1.0378277138819292,-0.2804846385772539,1.0,6.0,23.0,-0.306324172236198,-0.89
144,144.0,164.0,-1.0477190976840347,-0.2804846385772539,1.0,7.0,0.0,-0.306324172236198,-1.0
145,145.0,164.0,-1.0587095241308184,-0.2804846385772539,1.0,7.0,1.0,-0.306324172236198,-1.08
146,146.0,164.0,-1.0839875049584213,-0.2804846385772539,1.0,7.0,2.0,2.7061125654622176,-1.12
147,147.0,164.0,-1.0894827181818132,-0.03481533702981337,1.0,7.0,3.0,-0.306324172236198,-1.13
148,148.0,164.0,-1.0894827181818132,0.8495941485409727,1.0,7.0,4.0,-0.306324172236198,-1.12
149,149.0,164.0,-1.0565114388414618,-0.03481533702981337,1.0,7.0,5.0,-0.306324172236198,-1.06
150,150.0,164.0,-1.0323325006585375,0.06345238358916287,1.0,7.0,6.0,-0.306324172236198,-0.94
151,151.0,164.0,-1.0587095241308184,-0.1330830576487896,1.0,7.0,7.0,-0.306324172236198,-0.91
152,152.0,164.0,-1.05101622561807,-0.2804846385772539,1.0,7.0,8.0,-0.306324172236198,-0.7
153,153.0,164.0,-0.9740832404905831,-0.2804846385772539,1.0,7.0,9.0,2.7061125654622176,-0.25
154,154.0,164.0,-0.9081406818098804,-0.2804846385772539,1.0,7.0,10.0,-0.306324172236198,0.44
155,155.0,164.0,-0.8531885495759614,-0.2804846385772539,1.0,7.0,11.0,-0.306324172236198,0.98
156,156.0,164.0,-0.8235143981696451,-0.2804846385772539,1.0,7.0,12.0,-0.306324172236198,1.06
157,157.0,164.0,-0.82021727023561,-0.03481533702981337,1.0,7.0,13.0,2.7061125654622176,0.96
158,158.0,164.0,-0.8279105687483586,-0.2804846385772539,1.0,7.0,14.0,-0.306324172236198,1.03
159,159.0,164.0,-0.8806646156929209,0.11258624389865095,1.0,7.0,15.0,-0.306324172236198,0.92
160,160.0,164.0,-0.8894569568503479,0.2108539645176272,1.0,7.0,16.0,-0.306324172236198,0.58
161,161.0,164.0,-0.8828627009822776,-0.03481533702981337,1.0,7.0,17.0,-0.306324172236198,0.33
162,162.0,164.0,-0.8938531274290613,0.3091216851366034,1.0,7.0,18.0,-0.306324172236198,0.08
163,163.0,164.0,-0.9488052596629803,-0.1330830576487896,1.0,7.0,19.0,-0.306324172236198,-0.25
164,164.0,164.0,-0.9883707948714022,-0.2804846385772539,1.0,7.0,20.0,-0.306324172236198,-0.55
165,165.0,164.0,-1.0290353727245023,-0.03481533702981337,1.0,7.0,21.0,-0.306324172236198,-0.65
166,166.0,164.0,-1.0729970785116374,0.2108539645176272,1.0,7.0,22.0,-0.306324172236198,-0.8
167,167.0,164.0,-1.0751951638009942,0.2108539645176272,1.0,7.0,23.0,-0.306324172236198,-0.9
168,168.0,164.0,-0.7817507776718665,-0.2804846385772539,2.0,1.0,0.0,-0.306324172236198,-1.07
169,169.0,164.0,-0.8312076966823937,-0.2804846385772539,2.0,1.0,1.0,-0.306324172236198,-1.06
170,170.0,164.0,-0.8531885495759614,-0.2804846385772539,2.0,1.0,2.0,-0.306324172236198,-1.1
171,171.0,164.0,-0.8971502553630966,-0.2804846385772539,2.0,1.0,3.0,-0.306324172236198,-1.14
172,172.0,164.0,-0.8861598289163126,-0.2804846385772539,2.0,1.0,4.0,-0.306324172236198,-1.15
173,173.0,164.0,-0.9521023875970156,-0.2804846385772539,2.0,1.0,5.0,-0.306324172236198,-1.11
174,174.0,164.0,-0.9740832404905831,-0.2804846385772539,2.0,1.0,6.0,-0.306324172236198,-1.05
175,175.0,164.0,-0.9521023875970156,-0.2804846385772539,2.0,1.0,7.0,-0.306324172236198,-1.05
176,176.0,164.0,-0.8938531274290613,-0.2804846385772539,2.0,1.0,8.0,-0.306324172236198,-0.97
177,177.0,164.0,-0.7465814130421583,-0.2804846385772539,2.0,1.0,9.0,-0.306324172236198,-0.67
178,178.0,164.0,-0.5784278884063662,-0.1330830576487896,2.0,1.0,10.0,-0.306324172236198,-0.22
179,179.0,164.0,-0.4542360695577091,1.9305390753497111,2.0,1.0,11.0,-0.306324172236198,0.18
180,180.0,164.0,-0.3784021270749008,2.913216281539473,2.0,1.0,12.0,2.7061125654622176,0.37
181,181.0,164.0,-0.29817201401337906,1.1935311707073892,2.0,1.0,13.0,-0.306324172236198,0.35
182,182.0,164.0,-0.2564083935156006,0.2108539645176272,2.0,1.0,14.0,-0.306324172236198,0.58
183,183.0,164.0,-0.25970552144963566,0.2108539645176272,2.0,1.0,15.0,-0.306324172236198,0.55
184,184.0,164.0,-0.34433180508987105,0.9478618691599489,2.0,1.0,16.0,-0.306324172236198,0.31
185,185.0,164.0,-0.48500926360870383,0.3091216851366034,2.0,1.0,17.0,-0.306324172236198,0.25
186,186.0,164.0,-0.5564470355127985,-0.03481533702981337,2.0,1.0,18.0,-0.306324172236198,0.12
187,187.0,164.0,-0.5894183148531499,-0.2804846385772539,2.0,1.0,19.0,-0.306324172236198,-0.2
188,188.0,164.0,-0.6443704470870689,-0.2804846385772539,2.0,1.0,20.0,-0.306324172236198,-0.52
189,189.0,164.0,-0.699322579320988,-0.2804846385772539,2.0,1.0,21.0,-0.306324172236198,-0.73
190,190.0,164.0,-0.7355909865953746,-0.2804846385772539,2.0,1.0,22.0,-0.306324172236198,-0.89
191,191.0,164.0,-0.7322938586613394,-0.1330830576487896,2.0,1.0,23.0,-0.306324172236198,-0.96
192,192.0,164.0,-0.814722057012218,-0.2804846385772539,2.0,2.0,0.0,-0.306324172236198,-1.08
193,193.0,164.0,-0.9268244067694128,1.3409327516358538,2.0,2.0,1.0,-0.306324172236198,-1.1
194,194.0,164.0,-0.9246263214800561,-0.2804846385772539,2.0,2.0,2.0,-0.306324172236198,-1.11
195,195.0,164.0,-0.9707861125565481,-0.2804846385772539,2.0,2.0,3.0,-0.306324172236198,-1.1
196,196.0,164.0,-1.0751951638009942,1.0952634500884133,2.0,2.0,4.0,-0.306324172236198,-1.04
197,197.0,164.0,-1.0729970785116374,1.3409327516358538,2.0,2.0,5.0,-0.306324172236198,-0.81
198,198.0,164.0,-1.0707989932222808,-0.2804846385772539,2.0,2.0,6.0,-0.306324172236198,-0.16
199,199.0,164.0,-1.0729970785116374,-0.2804846385772539,2.0,2.0,7.0,-0.306324172236198,0.56
200,200.0,164.0,-0.985073666937367,-0.2804846385772539,2.0,2.0,8.0,-0.306324172236198,0.49
201,201.0,164.0,-0.7894440761846152,-0.2804846385772539,2.0,2.0,9.0,-0.306324172236198,0.4
202,202.0,164.0,-0.5784278884063662,-0.2804846385772539,2.0,2.0,10.0,-0.306324172236198,0.76
203,203.0,164.0,-0.43225521666414146,-0.2804846385772539,2.0,2.0,11.0,-0.306324172236198,0.85
204,204.0,164.0,-0.3289452080643737,-0.2804846385772539,2.0,2.0,12.0,-0.306324172236198,0.78
205,205.0,164.0,-0.2179419009518573,-0.1330830576487896,2.0,2.0,13.0,-0.306324172236198,0.78
206,206.0,164.0,-0.15529647020518958,-0.2804846385772539,2.0,2.0,14.0,-0.306324172236198,0.83
207,207.0,164.0,-0.2080505171497519,-0.2804846385772539,2.0,2.0,15.0,-0.306324172236198,0.83
208,208.0,164.0,-0.38939255352168467,-0.2804846385772539,2.0,2.0,16.0,-0.306324172236198,1.14
209,209.0,164.0,-0.4905044768320957,-0.2804846385772539,2.0,2.0,17.0,-0.306324172236198,1.29
210,210.0,164.0,-0.6004087412999338,-0.2804846385772539,2.0,2.0,18.0,-0.306324172236198,0.6
211,211.0,164.0,-0.6366771485743203,-0.2804846385772539,2.0,2.0,19.0,-0.306324172236198,0.01
212,212.0,164.0,-0.7070158778337367,-0.2804846385772539,2.0,2.0,20.0,-0.306324172236198,-0.47
213,213.0,164.0,-0.7927412041186505,-0.2804846385772539,2.0,2.0,21.0,-0.306324172236198,-0.7
214,214.0,164.0,-0.7685622659357261,-0.2804846385772539,2.0,2.0,22.0,-0.306324172236198,-0.89
215,215.0,164.0,-0.7894440761846152,-0.2804846385772539,2.0,2.0,23.0,-0.306324172236198,-0.99
216,216.0,164.0,-0.8553866348653181,-0.2804846385772539,2.0,3.0,0.0,-0.306324172236198,-1.08
217,217.0,164.0,-0.869674189246137,-0.2804846385772539,2.0,3.0,1.0,-0.306324172236198,-1.13
218,218.0,164.0,-0.8169201423015747,-0.2804846385772539,2.0,3.0,2.0,-0.306324172236198,-1.15
219,219.0,164.0,-0.8389009951951424,-0.2804846385772539,2.0,3.0,3.0,-0.306324172236198,-1.13
220,220.0,164.0,-0.8180191849462531,-0.2804846385772539,2.0,3.0,4.0,-0.306324172236198,-1.08
221,221.0,164.0,-0.8619808907333883,-0.2804846385772539,2.0,3.0,5.0,2.7061125654622176,-0.93
222,222.0,164.0,-0.8971502553630966,-0.2804846385772539,2.0,3.0,6.0,-0.306324172236198,-0.36
223,223.0,164.0,-0.809226843788826,-0.2804846385772539,2.0,3.0,7.0,-0.306324172236198,0.45
224,224.0,164.0,-0.7355909865953746,-0.2804846385772539,2.0,3.0,8.0,-0.306324172236198,0.45
225,225.0,164.0,-0.6806388543614555,-0.2804846385772539,2.0,3.0,9.0,-0.306324172236198,0.41
226,226.0,164.0,-0.583923101629758,-0.2804846385772539,2.0,3.0,10.0,2.7061125654622176,0.72
227,227.0,164.0,-0.4927025621214524,-0.2804846385772539,2.0,3.0,11.0,-0.306324172236198,0.93
228,228.0,164.0,-0.4443446857556037,-0.2804846385772539,2.0,3.0,12.0,-0.306324172236198,0.82
229,229.0,164.0,-0.39378872410039817,-0.2804846385772539,2.0,3.0,13.0,-0.306324172236198,0.84
230,230.0,164.0,-0.36960978591747373,-0.2804846385772539,2.0,3.0,14.0,-0.306324172236198,0.91
231,231.0,164.0,-0.3751049991408657,-0.2804846385772539,2.0,3.0,15.0,-0.306324172236198,0.88
232,232.0,164.0,-0.4520379842683523,-0.2804846385772539,2.0,3.0,16.0,-0.306324172236198,1.14
233,233.0,164.0,-0.5322680973298741,-0.2804846385772539,2.0,3.0,17.0,-0.306324172236198,1.25
234,234.0,164.0,-0.6113991677467175,-0.2804846385772539,2.0,3.0,18.0,-0.306324172236198,0.66
235,235.0,164.0,-0.6663512999806366,-0.2804846385772539,2.0,3.0,19.0,-0.306324172236198,0.12
236,236.0,164.0,-0.7707603512250828,0.9478618691599489,2.0,3.0,20.0,-0.306324172236198,-0.48
237,237.0,164.0,-0.8169201423015747,-0.2804846385772539,2.0,3.0,21.0,-0.306324172236198,-0.68
238,238.0,164.0,-0.8345048246164288,-0.2804846385772539,2.0,3.0,22.0,-0.306324172236198,-0.84
239,239.0,164.0,-0.8367029099057856,-0.2804846385772539,2.0,3.0,23.0,-0.306324172236198,-0.97
240,240.0,164.0,-0.869674189246137,0.06345238358916287,2.0,4.0,0.0,-0.306324172236198,-1.08
241,241.0,164.0,-0.8839617436269559,0.06345238358916287,2.0,4.0,1.0,-0.306324172236198,-1.12
242,242.0,164.0,-0.875169402469529,-0.2804846385772539,2.0,4.0,2.0,-0.306324172236198,-1.15
243,243.0,164.0,-0.8553866348653181,-0.2804846385772539,2.0,4.0,3.0,-0.306324172236198,-1.13
244,244.0,164.0,-0.8476933363525695,-0.2804846385772539,2.0,4.0,4.0,-0.306324172236198,-1.09
245,245.0,164.0,-0.8400000378398208,-0.2804846385772539,2.0,4.0,5.0,-0.306324172236198,-0.94
246,246.0,164.0,-0.8389009951951424,-0.2804846385772539,2.0,4.0,6.0,-0.306324172236198,-0.37
247,247.0,164.0,-0.82021727023561,-0.2804846385772539,2.0,4.0,7.0,-0.306324172236198,0.41
248,248.0,164.0,-0.7048177925443799,-0.2804846385772539,2.0,4.0,8.0,-0.306324172236198,0.45
249,249.0,164.0,-0.5619422487361904,-0.2804846385772539,2.0,4.0,9.0,-0.306324172236198,0.4
250,250.0,164.0,-0.3882935108770062,-0.2804846385772539,2.0,4.0,10.0,-0.306324172236198,0.72
251,251.0,164.0,-0.24541796706881683,-0.2804846385772539,2.0,4.0,11.0,-0.306324172236198,0.95
